ATC,Interchangeable Category Name,DIN,Product Description,Prescriber Type,Reimbursment Price,Price Type,Benefit Status,MFR,Interchangeabiilty Flag
G04BE03,sildenafil 100mg tab,2239768,Viagra 100mg Tab,,,,,PFI,Y
G04BE03,sildenafil 100mg tab,2248203,Apo-Sildenafil 100mg Tab,,,,,APX,Y
G04BE03,sildenafil 100mg tab,2308754,Novo-Sildenafil 100mg Tab,,,,,TEV,Y
G04BE03,sildenafil 100mg tab,2317583,Sildenafil 100mg Tab,,,,,PMS,Y
G04BE03,sildenafil 100mg tab,2371642,pms-Sildenafil 100mg Tab,,,,,PMS,Y
G04BE03,sildenafil 100mg tab,2383136,RAN-Sildenafil 100mg Tab (discontinued),,,,,RAN,Y
G04BE03,sildenafil 100mg tab,2393085,MINT-Sildenafil 100mg Tab,,,,,MNT,Y
G04BE03,sildenafil 100mg tab,2402548,Mar-Sildenafil 100mg Tab,,,,,MAR,Y
G04BE03,sildenafil 100mg tab,2405687,Jamp-Sildenafil 100mg Tab,,,,,JPC,Y
G04BE03,sildenafil 100mg tab,2406160,Sildenafil 100mg Tab,,,,,SAS,Y
G04BE03,sildenafil 25mg tab,2239766,Viagra 25mg Tab,,,,,PFI,Y
G04BE03,sildenafil 25mg tab,2248201,Apo-Sildenafil 25mg Tab,,,,,APX,Y
G04BE03,sildenafil 25mg tab,2308738,Novo-Sildenafil 25mg Tab,,,,,TEV,Y
G04BE03,sildenafil 25mg tab,2317559,Sildenafil 25mg Tab,,,,,PMS,Y
G04BE03,sildenafil 25mg tab,2371626,pms-Sildenafil 25mg Tab,,,,,PMS,Y
G04BE03,sildenafil 25mg tab,2383101,RAN-Sildenafil 25mg Tab (discontinued),,,,,RAN,Y
G04BE03,sildenafil 25mg tab,2392577,Myl-Sildenafil 25mg Tab (discontinued),,,,,MYL,Y
G04BE03,sildenafil 25mg tab,2393069,MINT-Sildenafil 25mg Tab (discontinued),,,,,MNT,Y
G04BE03,sildenafil 25mg tab,2405660,Jamp-Sildenafil 25mg Tab,,,,,JPC,Y
G04BE03,sildenafil 50mg tab,2239767,Viagra 50mg Tab,,,,,PFI,Y
G04BE03,sildenafil 50mg tab,2248202,Apo-Sildenafil 50mg Tab,,,,,APX,Y
G04BE03,sildenafil 50mg tab,2308746,Novo-Sildenafil 50mg Tab,,,,,TEV,Y
G04BE03,sildenafil 50mg tab,2317575,Sildenafil 50mg Tab,,,,,PMS,Y
G04BE03,sildenafil 50mg tab,2371634,pms-Sildenafil 50mg Tab,,,,,PMS,Y
G04BE03,sildenafil 50mg tab,2372061,CO Sildenafil 50mg Tab (discontinued),,,,,ATV,Y
G04BE03,sildenafil 50mg tab,2383128,RAN-Sildenafil 50mg Tab (discontinued),,,,,RAN,Y
G04BE03,sildenafil 50mg tab,2392585,Myl-Sildenafil 50mg Tab (discontinued),,,,,MYL,Y
G04BE03,sildenafil 50mg tab,2393077,MINT-Sildenafil 50mg Tab,,,,,MNT,Y
G04BE03,sildenafil 50mg tab,2405679,Jamp-Sildenafil 50mg Tab,,,,,JPC,Y
G04BE03,sildenafil 50mg tab,2406152,Sildenafil 50mg Tab,,,,,SAS,Y
G04BE08,tadalafil 10mg tab,2248088,Cialis 10mg Tab,,,,,LIL,Y
G04BE08,tadalafil 10mg tab,2409437,pms-Tadalafil 10mg Tab,,,,,PMS,Y
G04BE08,tadalafil 10mg tab,2410656,MYLAN-Tadalafil 10mg Tab,,,,,MYL,Y
G04BE08,tadalafil 10mg tab,2422107,Apo-Tadalafil 10mg Tab,,,,,APX,Y
G04BE08,tadalafil 10mg tab,2428644,ACT Tadalafil 10mg Tab (discontinued),,,,,ATV,Y
G04BE08,tadalafil 10mg tab,2435934,Auro-Tadalafil 10mg Tab,,,,,ARO,Y
G04BE08,tadalafil 10mg tab,2440164,Teva-Tadalafil 10mg Tab,,,,,TEV,Y
G04BE08,tadalafil 10mg tab,2451840,Jamp-Tadalafil 10mg Tab,,,,,JPC,Y
G04BE08,tadalafil 10mg tab,2452103,RAN-Tadalafil 10mg Tab,,,,,RAN,Y
G04BE08,tadalafil 10mg tab,2452251,Mar-Tadalafil 10mg Tab,,,,,MAR,Y
G04BE08,tadalafil 2.5mg tab,2296888,Cialis 2.5mg Tab,,,,,LIL,Y
G04BE08,tadalafil 2.5mg tab,2409410,pms-Tadalafil 2.5mg Tab,,,,,PMS,Y
G04BE08,tadalafil 2.5mg tab,2422085,Apo-Tadalafil 2.5mg Tab,,,,,APX,Y
G04BE08,tadalafil 2.5mg tab,2428628,ACT Tadalafil 2.5mg Tab (discontinued),,,,,ATV,Y
G04BE08,tadalafil 2.5mg tab,2435896,Auro-Tadalafil 2.5mg Tab,,,,,ARO,Y
G04BE08,tadalafil 2.5mg tab,2440148,Teva-Tadalafil 2.5mg Tab,,,,,TEV,Y
G04BE08,tadalafil 2.5mg tab,2451824,Jamp-Tadalafil 2.5mg Tab,,,,,JPC,Y
G04BE08,tadalafil 2.5mg tab,2452081,RAN-Tadalafil 2.5mg Tab,,,,,RAN,Y
G04BE08,tadalafil 2.5mg tab,2452286,Mar-Tadalafil 2.5mg Tab,,,,,MAR,Y
G04BE08,tadalafil 20mg tab,2248089,Cialis 20mg Tab,,,,,LIL,Y
G04BE08,tadalafil 20mg tab,2409445,pms-Tadalafil 20mg Tab,,,,,PMS,Y
G04BE08,tadalafil 20mg tab,2410664,MYLAN-Tadalafil 20mg Tab,,,,,MYL,Y
G04BE08,tadalafil 20mg tab,2422115,Apo-Tadalafil 20mg Tab,,,,,APX,Y
G04BE08,tadalafil 20mg tab,2428652,ACT Tadalafil 20mg Tab,,,,,ATV,Y
G04BE08,tadalafil 20mg tab,2435942,Auro-Tadalafil 20mg Tab,,,,,ARO,Y
G04BE08,tadalafil 20mg tab,2440172,Teva-Tadalafil 20mg Tab,,,,,TEV,Y
G04BE08,tadalafil 20mg tab,2451859,Jamp-Tadalafil 20mg Tab,,,,,JPC,Y
G04BE08,tadalafil 20mg tab,2452111,RAN-Tadalafil 20mg Tab,,,,,RAN,Y
G04BE08,tadalafil 20mg tab,2452243,Mar-Tadalafil 20mg Tab,,,,,MAR,Y
G04BE08,tadalafil 5mg tab,2296896,Cialis 5mg Tab,,,,,LIL,Y
G04BE08,tadalafil 5mg tab,2409429,pms-Tadalafil 5mg Tab,,,,,PMS,Y
G04BE08,tadalafil 5mg tab,2410648,MYLAN-Tadalafil 5mg Tab,,,,,MYL,Y
G04BE08,tadalafil 5mg tab,2422093,Apo-Tadalafil 5mg Tab,,,,,APX,Y
G04BE08,tadalafil 5mg tab,2428636,ACT Tadalafil 5mg Tab (discontinued),,,,,ATV,Y
G04BE08,tadalafil 5mg tab,2435926,Auro-Tadalafil 5mg Tab,,,,,ARO,Y
G04BE08,tadalafil 5mg tab,2440156,Teva-Tadalafil 5mg Tab,,,,,TEV,Y
G04BE08,tadalafil 5mg tab,2451832,Jamp-Tadalafil 5mg Tab,,,,,JPC,Y
G04BE08,tadalafil 5mg tab,2452073,RAN-Tadalafil 5mg Tab,,,,,RAN,Y
G04BE08,tadalafil 5mg tab,2452278,Mar-Tadalafil 5mg Tab,,,,,MAR,Y
G04BE08,,2410621,Mylan - Tadalafil 2.5mg Tab,,,,,MYL,N
G04BX01,,39373,Urologic G Irr Sol,DNP,0.055,L,SF,HOS,N
G04BX13,,493392,Rimso-50 (50%) Irr Sol (discontinued),,,,,MYL,N
G04CA01,alfuzosin 10mg extended release tab,2245565,Xatral 10mg Tab,,,,,SAV,Y
G04CA01,alfuzosin 10mg extended release tab,2304678,Sandoz Alfuzosin 10mg Tab,,,,,SDZ,Y
G04CA01,alfuzosin 10mg extended release tab,2315866,Apo-Alfuzosin 10mg Tab,,,,,APX,Y
G04CA01,alfuzosin 10mg extended release tab,2443201,Auro-Alfuzosin 10mg Tab,,,,,ARO,Y
G04CA01,alfuzosin 10mg extended release tab,2447576,Alfuzosin 10mg Tab,,,,,SIV,Y
G04CA02,tamsulosin 0.4mg sustained release cap,2238123,Flomax 0.4mg Cap (discontinued),,,,,BOE,Y
G04CA02,tamsulosin 0.4mg sustained release cap,2281392,Novo-Tamsulosin 0.4mg Cap,,,,,TEV,Y
G04CA02,tamsulosin 0.4mg sustained release cap,2294265,ratio-Tamsulosin 0.4mg Cap,,,,,TEV,Y
G04CA02,tamsulosin 0.4mg sustained release cap,2319217,Sandoz Tamsulosin 0.4mg Cap,,,,,SDZ,Y
G04CA02,tamsulosin 0.4mg sustained release tab,2270102,Flomax 0.4mg CR Tab,DNP,0.1549,M,SF,BOE,Y
G04CA02,tamsulosin 0.4mg sustained release tab,2340208,Sandoz Tamsulosin CR 0.4mg Tab,DNP,0.1549,M,SF,SDZ,Y
G04CA02,tamsulosin 0.4mg sustained release tab,2362406,Apo-Tamsulosin CR 0.4mg Tab,DNP,0.1549,M,SF,APX,Y
G04CA02,tamsulosin 0.4mg sustained release tab,2368242,Teva-Tamsulosin CR 0.4mg Tab,DNP,0.1549,M,SF,TEV,Y
G04CA02,tamsulosin 0.4mg sustained release tab,2427117,Tamsulosin CR 0.4mg Tab,DNP,0.1549,M,SF,SAS,Y
G04CA02,tamsulosin 0.4mg sustained release tab,2429667,Tamsulosin CR 0.4mg Tab,DNP,0.1549,M,SF,SIV,Y
G04CA03,terazosin 10mg tab,818674,Hytrin 10mg Tab (discontinued),,,,,BGP,Y
G04CA03,terazosin 10mg tab,2230808,Teva-Terazosin 10mg Tab,DNP,0.4721,M,SF,TEV,Y
G04CA03,terazosin 10mg tab,2234505,Apo-Terazosin 10mg Tab,DNP,0.4721,M,SF,APX,Y
G04CA03,terazosin 10mg tab,2243521,pms-Terazosin 10mg Tab,DNP,0.4721,M,SF,PMS,Y
G04CA03,terazosin 10mg tab,2350505,Terazosin 10mg Tab,DNP,0.4721,M,SF,SAS,Y
G04CA03,terazosin 1mg tab,818658,Hytrin 1mg Tab (discontinued),,,,,BGP,Y
G04CA03,terazosin 1mg tab,2230805,Teva-Terazosin 1mg Tab,DNP,0.1869,M,SF,TEV,Y
G04CA03,terazosin 1mg tab,2234502,Apo-Terazosin 1mg Tab,DNP,0.1869,M,SF,APX,Y
G04CA03,terazosin 1mg tab,2243518,pms-Terazosin 1mg Tab,DNP,0.1869,M,SF,PMS,Y
G04CA03,terazosin 1mg tab,2350475,Terazosin 1mg Tab,DNP,0.1869,M,SF,SAS,Y
G04CA03,terazosin 2mg tab,818682,Hytrin 2mg Tab (discontinued),,,,,BGP,Y
G04CA03,terazosin 2mg tab,2230806,Teva-Terazosin 2mg Tab,DNP,0.2375,M,SF,TEV,Y
G04CA03,terazosin 2mg tab,2234503,Apo-Terazosin 2mg Tab,DNP,0.2375,M,SF,APX,Y
G04CA03,terazosin 2mg tab,2243519,pms-Terazosin 2mg Tab,DNP,0.2375,M,SF,PMS,Y
G04CA03,terazosin 2mg tab,2350483,Terazosin 2mg Tab,DNP,0.2375,M,SF,SAS,Y
G04CA03,terazosin 5mg tab,818666,Hytrin 5mg Tab (discontinued),,,,,BGP,Y
G04CA03,terazosin 5mg tab,2230807,Teva-Terazosin 5mg Tab,DNP,0.3225,M,SF,TEV,Y
G04CA03,terazosin 5mg tab,2234504,Apo-Terazosin 5mg Tab,DNP,0.3225,M,SF,APX,Y
G04CA03,terazosin 5mg tab,2243520,pms-Terazosin 5mg Tab,DNP,0.3225,M,SF,PMS,Y
G04CA03,terazosin 5mg tab,2350491,Terazosin 5mg Tab,DNP,0.3225,M,SF,SAS,Y
G04CB01,finasteride 5mg tab,2010909,Proscar 5mg Tab,DNP,0.4138,M,SF,FRS,Y
G04CB01,finasteride 5mg tab,2310112,pms-Finasteride 5mg Tab,DNP,0.4138,M,SF,PMS,Y
G04CB01,finasteride 5mg tab,2322579,Sandoz Finasteride 5mg Tab,DNP,0.4138,M,SF,SDZ,Y
G04CB01,finasteride 5mg tab,2348500,Novo-Finasteride 5mg Tab,DNP,0.4138,M,SF,TEV,Y
G04CB01,finasteride 5mg tab,2354462,CO Finasteride 5mg Tab (discontinued),,,,,ATV,Y
G04CB01,finasteride 5mg tab,2355043,Finasteride 5mg Tab,DNP,0.4138,M,SF,AHI,Y
G04CB01,finasteride 5mg tab,2357224,Jamp-Finasteride 5mg Tab,DNP,0.4138,M,SF,JPC,Y
G04CB01,finasteride 5mg tab,2365383,Apo-Finasteride 5mg Tab,DNP,0.4138,M,SF,APX,Y
G04CB01,finasteride 5mg tab,2371820,RAN-Finasteride 5mg Tab,,,,,RAN,Y
G04CB01,finasteride 5mg tab,2389878,MINT-Finasteride 5mg Tab,DNP,0.4138,M,SF,MNT,Y
G04CB01,finasteride 5mg tab,2405814,Auro-Finasteride 5mg Tab,DNP,0.4138,M,SF,ARO,Y
G04CB01,finasteride 5mg tab,2445077,Finasteride 5mg Tab,DNP,0.4138,M,SF,SAS,Y
G04CB01,finasteride 5mg tab,2447541,Finasteride 5mg Tab,DNP,0.4138,M,SF,SIV,Y
G04CB02,dutasteride 0.5mg cap,2247813,Avodart 0.5mg Cap,DNP,0.3027,M,SF,GSK,Y
G04CB02,dutasteride 0.5mg cap,2393220,pms-Dutasteride 0.5mg Cap,DNP,0.3027,M,SF,PMS,Y
G04CB02,dutasteride 0.5mg cap,2404206,Apo-Dutasteride 0.5mg Cap,DNP,0.3027,M,SF,APX,Y
G04CB02,dutasteride 0.5mg cap,2408287,Teva-Dutasteride 0.5mg Cap,DNP,0.3027,M,SF,TEV,Y
G04CB02,dutasteride 0.5mg cap,2412691,ACT Dutasteride 0.5mg Cap,DNP,0.3027,M,SF,ATV,Y
G04CB02,dutasteride 0.5mg cap,2416298,MED-Dutasteride 0.5mg Cap,DNP,0.3027,M,SF,GMP,Y
G04CB02,dutasteride 0.5mg cap,2424444,Sandoz Dutasteride 0.5mg Cap,DNP,0.3027,M,SF,SDZ,Y
G04CB02,dutasteride 0.5mg cap,2428873,MINT-Dutasteride 0.5mg Cap,DNP,0.3027,M,SF,MNT,Y
G04CB02,dutasteride 0.5mg cap,2429012,Dutasteride 0.5mg Cap,DNP,0.3027,M,SF,SIV,Y
G04CB02,dutasteride 0.5mg cap,2443058,Dutasteride 0.5mg Cap,DNP,0.3027,M,SF,SAS,Y
H01AC01,,745626,Humatrope 1mg/mL Inj,DNP,233.35,L,E,LIL,N
H01AC01,,2215136,Saizen 3.33mg/vial Inj,DNP,149.25,L,E,EMD,N
H01AC01,,2237971,Saizen 5mg/vial Inj,DNP,224.05,L,E,EMD,N
H01AC01,,2243077,Humatrope 6mg/vial Inj,DNP,280.02,L,E,LIL,N
H01AC01,,2243078,Humatrope 12mg/vial Inj,DNP,560.04,L,E,LIL,N
H01AC01,,2243079,Humatrope 24mg/vial Inj,DNP,1120.08,L,E,LIL,N
H01AC01,,2249002,Nutropin AQ Pen Cartridgee (discontinued),,,,,HLR,N
H01AC01,,2272083,Saizen 8.8mg/vial Inj (discontinued),,,,,EMD,N
H01AC01,,2325055,Omnitrope 5.8mg/vial,,,,,SDZ,N
H01AC01,,2325063,Omnitrope 5mg/1.5mL,,,,,SDZ,N
H01AC01,,2325071,Omnitrope 10mg/1.5mL,,,,,SDZ,N
H01AC01,,2350122,Saizen 6mg Cart,DNP,268.83,L,E,EMD,N
H01AC01,,2350130,Saizen 12mg Cart,DNP,537.66,L,E,EMD,N
H01AC01,,2350149,Saizen 20mg Cart,DNP,896.1,L,E,EMD,N
H01AC01,,2376393,Nutropin AQ Nuspin 5mg/mL Inj,DNP,200.5,L,E,HLR,N
H01AC01,,2399083,Nutropin AQ Nuspin 20mg/2mL Inj,DNP,401.005,L,E,HLR,N
H01AC01,,2399091,Nutropin AQ Nuspin 5mg/2mL Inj,DNP,100.25,L,E,HLR,N
H01AC01,,2401703,Genotropin GoQuick 5.3mg/pen,DNP,147.87,L,E,PFI,N
H01AC01,,2401711,Genotropin GoQuick 12mg/pen,DNP,334.8,L,E,PFI,N
H01AC01,,2401762,Genotropin MiniQuick 0.6mg/syr,DNP,16.74,L,E,PFI,N
H01AC01,,2401770,Genotropin MiniQuick 0.8mg/syr,DNP,22.32,L,E,PFI,N
H01AC01,,2401789,Genotropin MiniQuick 1mg/syr,DNP,27.9,L,E,PFI,N
H01AC01,,2401797,Genotropin MiniQuick 1.2mg/syr,DNP,33.48,L,E,PFI,N
H01AC01,,2401800,Genotropin MiniQuick 1.4mg/syr,DNP,39.06,L,E,PFI,N
H01AC01,,2401819,Genotropin MiniQuick 1.6mg/syr,DNP,44.64,L,E,PFI,N
H01AC01,,2401827,Genotropin MiniQuick 1.8mg/syr,DNP,50.22,L,E,PFI,N
H01AC01,,2401835,Genotropin MiniQuick 2mg/syr,DNP,55.8,L,E,PFI,N
H01AX01,,2272199,Somavert 10mg/vial Inj,,,,,PFI,N
H01AX01,,2272202,Somavert 15mg/vial Inj,,,,,PFI,N
H01AX01,,2272210,Somavert 20mg/vial Inj,,,,,PFI,N
H01BA01,vasopressin 20units/mL usp inj,693820,Pressyn 20units/mL USP Inj (discontinued),,,,,FEI,Y
H01BA01,vasopressin 20units/mL usp inj,2246133,Pressyn AR 20units/mL USP Inj (discontinued),,,,,FEI,Y
H01BA01,vasopressin 20units/mL usp inj,2247938,Vasopressin 20units/mL USP Inj,,,,,SDZ,Y
H01BA02,desmopressin 0.1mg tab,824305,DDAVP 0.1mg Tab,DNP,0.6609,M,F*,FEI,Y
H01BA02,desmopressin 0.1mg tab,2284030,Apo-Desmopressin 0.1mg Tab,DNP,0.6609,M,F*,APX,Y
H01BA02,desmopressin 0.2mg tab,824143,DDAVP 0.2mg Tab,DNP,1.3216,M,F*,FEI,Y
H01BA02,desmopressin 0.2mg tab,2284049,Apo-Desmopressin 0.2mg Tab,DNP,1.3216,M,F*,APX,Y
H01BA02,desmopressin 0.2mg tab,2304376,pms-Desmopressin 0.2mg Tab (discontinued),,,,,PMS,Y
H01BA02,desmopressin 10mcg/dose nasal sp,836362,DDAVP 10mcg/dose Nasal Sp,,,,,FEI,Y
H01BA02,desmopressin 10mcg/dose nasal sp,2242465,Desmopressin 10mcg/dose Nasal Sp,,,,,AAP,Y
H01BA02,,402516,DDAVP 100mcg/mL Rhinyle Drops,,,,,FEI,N
H01BA02,,873993,DDAVP 4mcg/mL Inj,,,,,FEI,N
H01BA02,,2024179,Octostim 15mcg/mL Inj,,,,,FEI,N
H01BA02,,2237860,Octostim 1.5mg/mL Nasal Spray,,,,,FEI,N
H01BA02,,2284995,DDAVP MELT 60mcg Tab,DNP,0.3304,P,F*,FEI,N
H01BA02,,2285002,DDAVP MELT 120mcg Tab,DNP,0.6608,P,F*,FEI,N
H01BA02,,2285010,DDAVP MELT 240mcg Tab,DNP,1.3216,P,F*,FEI,N
H01CA02,,2188783,Synarel 2mg/mL Sol,DNP,6.403,L,SFC,PFI,N
H01CB02,octreotide 100mcg/mL inj,839205,Sandostatin 100mcg/mL Inj,DNP,3.3,M,SFC,NVR,Y
H01CB02,octreotide 100mcg/mL inj,2248640,Octreotide Acetate Omega 100mcg/mL Inj,DNP,3.3,M,SFC,OMG,Y
H01CB02,octreotide 100mcg/mL inj,2413205,Ocphyl 100mcg/mL Inj (discontinued),,,,,PDP,Y
H01CB02,octreotide 200mcg/mL inj,2049392,Sandostatin 200mcg/mL Inj,DNP,8.022,M,SFC,NVR,Y
H01CB02,octreotide 200mcg/mL inj,2248642,Octreotide Acetate Omega 200mcg/mL Inj,DNP,8.022,M,SFC,OMG,Y
H01CB02,octreotide 500mcg/mL inj,839213,Sandostatin 500mcg/mL Inj (discontinued),,,,,NVR,Y
H01CB02,octreotide 500mcg/mL inj,2248641,Octreotide Acetate Omega 500mcg/mL Inj,DNP,15.965,M,SFC,OMG,Y
H01CB02,octreotide 500mcg/mL inj,2413213,Ocphyl 500mcg/mL Inj (discontinued),,,,,PDP,Y
H01CB02,octreotide 50mcg/mL inj,839191,Sandostatin 50mcg/mL Inj,DNP,1.75,M,SFC,NVR,Y
H01CB02,octreotide 50mcg/mL inj,2248639,Octreotide Acetate Omega 50mcg/mL Inj,DNP,1.75,M,SFC,OMG,Y
H01CB02,octreotide 50mcg/mL inj,2413191,Ocphyl 50mcg/mL Inj (discontinued),,,,,PDP,Y
H01CB02,,2239323,Sandostatin LAR 10mg/vial Inj,DNP,1320.93,L,SFC,NVR,N
H01CB02,,2239324,Sandostatin LAR 20mg/vial Inj,DNP,1706.58,L,SFC,NVR,N
H01CB02,,2239325,Sandostatin LAR 30mg/vial Inj,DNP,2189.52,L,SFC,NVR,N
H01CB03,,2283395,Somatuline Autogel 60mg/0.3mL Syringe Inj*,DNP,2557.42,L,SFC,IPS,N
H01CB03,,2283409,Somatuline Autogel 90mg/0.3mL Syringe Inj*,DNP,3411.44,L,SFC,IPS,N
H01CB03,,2283417,Somatuline Autogel 120mg/0.5mL Syringe Inj*,DNP,4270.1,L,SFC,IPS,N
H01CB05,,2413299,Signifor 0.3mg/mL Inj,,,,,NVR,N
H01CB05,,2413302,Signifor 0.6mg/mL Inj,,,,,NVR,N
H01CB05,,2413310,Signifor 0.9mg/mL Inj,,,,,NVR,N
H02AA02,,2086026,Florinef 0.1mg Tab,DNP,0.3103,L,SFC,PAL,N
H02AB01,betamethasone 6mg/mL inj,28096,Celestone 6mg/mL Soluspan Inj,DNP,14.07,L,SFC,FRS,Y
H02AB02,Children 12 Years and Under,903062,Dexamethasone Oral Suspension,DNP,,,FC,CPD,N
H02AB02,dexamethasone 0.5mg tab,16462,Decadron 0.5mg Tab (discontinued),,,,,FRS,Y
H02AB02,dexamethasone 0.5mg tab,1964976,pms-Dexamethasone 0.5mg Tab,DNP,0.1095,M,SFC,PMS,Y
H02AB02,dexamethasone 0.5mg tab,2261081,Apo-Dexamethasone 0.5mg Tab,DNP,0.1095,M,SFC,APX,Y
H02AB02,dexamethasone 0.75mg tab,16470,Decadron 0.75mg Tab (discontinued),,,,,FRS,Y
H02AB02,dexamethasone 0.75mg tab,1964968,pms-Dexamethasone 0.75mg Tab,,,,,PMS,Y
H02AB02,dexamethasone 4mg tab,354309,Decadron 4mg Tab (discontinued),,,,,FRS,Y
H02AB02,dexamethasone 4mg tab,489158,Dexasone 4mg Tab (discontinued),,,,,VLN,Y
H02AB02,dexamethasone 4mg tab,1964070,pms-Dexamethasone 4mg Tab,DNP,0.4265,M,SFC,PMS,Y
H02AB02,dexamethasone 4mg tab,2250055,Apo-Dexamethasone 4mg Tab,DNP,0.4265,M,SFC,APX,Y
H02AB02,dexamethasone 4mg/mL inj,213624,Decadron 4mg/mL Inj (discontinued),,,,,FRS,Y
H02AB02,dexamethasone 4mg/mL inj,664227,Dexamethasone 4mg/mL Inj,DNP,1.69,M,SFC,SDZ,Y
H02AB02,dexamethasone 4mg/mL inj,1977547,Dexamethasone 4mg/mL Inj,DNP,1.69,M,SFC,STR,Y
H02AB02,,783900,pms-Dexamethasone 10mg/mL Inj,DNP,1.283,L,SFC,PMS,N
H02AB02,,874582,Dexamethasone 10mg/mL Inj,DNP,4.56,L,SFC,SDZ,N
H02AB02,,2204274,Dexamethasone 10mg/mL Inj,DNP,6.5,L,SFC,OMG,N
H02AB02,,2279363,pms-Dexamethasone 2mg Tab,DNP,0.5016,L,SFC,PMS,N
H02AB04,methylprednisolone sodium succinate 125mg/vial inj,2230210,Solu-Medrol 125mg/vial Inj (discontinued),,,,,PFI,Y
H02AB04,methylprednisolone sodium succinate 125mg/vial inj,2231894,Methylprednisolone Sod. Succ. 125mg/vial Inj,DNP,9.434,M,SFC,TEV,Y
H02AB04,methylprednisolone sodium succinate 1g/vial inj,36137,Solu-Medrol 1g/vial Inj,DNP,34.41,M,SFC,PFI,Y
H02AB04,methylprednisolone sodium succinate 1g/vial inj,2241229,Methylprednisolone Sod. Succ. 1g/vial Inj,DNP,34.41,M,SFC,TEV,Y
H02AB04,methylprednisolone sodium succinate 40mg/vial inj,2230211,Solu-Medrol 40mg/vial Inj (discontinued),,,,,PFI,Y
H02AB04,methylprednisolone sodium succinate 40mg/vial inj,2231893,Methylprednisolone Sod. Succ. 40mg/vial Inj,DNP,4.336,M,SFC,TEV,Y
H02AB04,methylprednisolone sodium succinate 500mg/vial inj,30678,Solu-Medrol 500mg/vial Inj,DNP,22.4,M,SFC,PFI,Y
H02AB04,methylprednisolone sodium succinate 500mg/vial inj,2231895,Methylprednisolone Sod. Succ. 500mg/vial Inj,DNP,22.4,M,SFC,TEV,Y
H02AB04,,30759,Depo-Medrol 40mg/mL Aq Multidose Inj (PF),DNP,6.118,L,SFC,PFI,N
H02AB04,,30767,Depo-Medrol 80mg/mL Aq Multidose Inj (PF),DNP,11.826,L,SFC,PFI,N
H02AB04,,30988,Medrol 4mg Tab,DNP,0.4641,L,SFC,PFI,N
H02AB04,,36129,Medrol 16mg Tab,DNP,1.3375,L,SFC,PFI,N
H02AB04,,1934325,Depo-Medrol 20mg/mL Aq Multidose Inj,DNP,2.728,L,SFC,PFI,N
H02AB04,,1934333,Depo-Medrol 40mg/mL Aq Multidose Inj,DNP,5.797,L,SFC,PFI,N
H02AB04,,1934341,Depo-Medrol 80mg/mL Aq Multidose Inj,DNP,9.044,L,SFC,PFI,N
H02AB06,prednisolone sodium phosphare 1mg/mL o/l,2230619,Pediapred 1mg/mL O/L,DNP,0.1132,M,SFC,SAV,Y
H02AB06,prednisolone sodium phosphare 1mg/mL o/l,2245532,pms-Prednisolone 1mg/mL O/L,DNP,0.1132,M,SFC,PMS,Y
H02AB07,prednisone 50mg tab,232378,Novo-Prednisone 50mg Tab,DNP,0.1735,M,SFC,TEV,Y
H02AB07,prednisone 50mg tab,252417,Deltasone 50mg Tab (discontinued),,,,,PUP,Y
H02AB07,prednisone 50mg tab,550957,Apo-Prednisone 50mg Tab,DNP,0.1735,M,SFC,APX,Y
H02AB07,prednisone 5mg tab,21695,Novo-Prednisone 5mg Tab,DNP,0.0401,M,SFC,TEV,Y
H02AB07,prednisone 5mg tab,210188,Deltasone 5mg Tab (discontinued),,,,,PUP,Y
H02AB07,prednisone 5mg tab,312770,Apo-Prednisone 5mg Tab,DNP,0.0401,M,SFC,APX,Y
H02AB07,,271373,Winpred 1mg Tab,DNP,0.1095,L,SFC,AAP,N
H02AB08,triamcinolone 40mg/mL inj,1977563,Triamcinolone 40mg/mL Inj,DNP,7.395,M,SFC,STR,Y
H02AB08,triamcinolone 40mg/mL inj,1999869,Kenalog-40 (40mg/mL) Inj,DNP,7.395,M,SFC,BRI,Y
H02AB08,,1999761,Kenalog-10 (10mg/mL) Inj,DNP,3.89,L,SFC,BRI,N
H02AB09,Children 12 Years and Under,903296,Hydrocortisone Oral Suspension,DNP,,,FC,CPD,N
H02AB09,,30600,Solu-Cortef 100mg/vial Inj,DNP,4.075,L,SFC,PFI,N
H02AB09,,30619,Solu-Cortef 250mg/vial Inj,DNP,7.07,L,SFC,PFI,N
H02AB09,,30627,Solu-Cortef 500mg/vial Inj,DNP,10.686,L,SFC,PFI,N
H02AB09,,30635,Solu-Cortef 1g/vial Inj,DNP,17.908,L,SFC,PFI,N
H02AB09,,30910,Cortef 10mg Tab,DNP,0.2052,L,SFC,PFI,N
H02AB09,,30929,Cortef 20mg Tab,DNP,0.3703,L,SFC,PFI,N
H02AB10,,280437,Cortisone Acetate 25mg Tab,DNP,0.3532,L,SFC,VLN,N
H02BX01,,260428,Depo-Medrol 40mg/mL w Lidocaine Inj,DNP,6.69,L,SFC,PFI,N
H03AA01,,2171228,Synthroid 0.112mg Tab,DNP,0.1076,L,SF,BGP,N
H03AA01,,2172062,Synthroid 0.025mg Tab,DNP,0.0943,L,SF,BGP,N
H03AA01,,2172070,Synthroid 0.05mg Tab,DNP,0.0648,L,SF,BGP,N
H03AA01,,2172089,Synthroid 0.075mg Tab,DNP,0.102,L,SF,BGP,N
