ATC,Interchangeable Category Name,DIN,Product Description,Prescriber Type,Reimbursement Price,Price Type,Benefit Status,MFR,Interchangeability Flag
J01FA09,clarithromycin 250mg tab,02466120,Clarithromycin 250mg Tab,DNP,0.4122,M,SFC,SAS,Y
J01FA09,clarithromycin 25mg/mL o/l,02146908,Biaxin 125mg/5mL O/L,DNP,0.2047,M,SFC,ABB,Y
J01FA09,clarithromycin 25mg/mL o/l,02390442,Taro-Clarithromycin 125mg/5mL O/L,DNP,0.2047,M,SFC,TAR,Y
J01FA09,clarithromycin 25mg/mL o/l,02408988,Clarithromycin 125mg/5mL O/L,DNP,0.2047,M,SFC,SAS,Y
J01FA09,clarithromycin 500mg XL tab,02244756,Biaxin XL 500mg Tab,DNP,1.2572,M,SFC,ABB,Y
J01FA09,clarithromycin 500mg XL tab,02403196,ACT-Clarithromycin XL 500mg Tab,DNP,1.2572,M,SFC,ATV,Y
J01FA09,clarithromycin 500mg XL tab,02413345,Apo-Clarithromycin XL 500mg Tab,DNP,1.2572,M,SFC,APX,Y
J01FA09,clarithromycin 500mg tab,02126710,Biaxin BID 500mg Tab,DNP,0.8318,M,SFC,ABB,Y
J01FA09,clarithromycin 500mg tab,02247574,pms-Clarithromycin 500mg Tab,DNP,0.8318,M,SFC,PMS,Y
J01FA09,clarithromycin 500mg tab,02248805,Teva-Clarithromycin 500mg Tab,DNP,0.8318,M,SFC,TEV,Y
J01FA09,clarithromycin 500mg tab,02266547,Sandoz Clarithromycin 500mg Tab,DNP,0.8318,M,SFC,SDZ,Y
J01FA09,clarithromycin 500mg tab,02274752,Apo-Clarithromycin 500mg Tab,DNP,0.8318,M,SFC,APX,Y
J01FA09,clarithromycin 500mg tab,02361434,RAN-Carithromycin 500mg Tab,DNP,0.8318,M,SFC,RAN,Y
J01FA09,clarithromycin 500mg tab,02442485,Clarithromycin 500mg Tab,DNP,0.8318,M,SFC,SIV,Y
J01FA09,clarithromycin 50mg/mL o/l,02244641,Biaxin 250mg/5mL O/L,DNP,0.3998,M,SFC,ABB,Y
J01FA09,clarithromycin 50mg/mL o/l,02390450,Taro-Clarithromycin 250mg/5mL O/L,DNP,0.3998,M,SFC,TAR,Y
J01FA09,clarithromycin 50mg/mL o/l,02408996,Clarithromycin 250mg/5mL O/L,DNP,0.3998,M,SFC,SAS,Y
J01FA10,azithromycin 250mg tab,02212021,Zithromax 250mg Tab,DNPM,0.941,M,E,PFI,Y
J01FA10,azithromycin 250mg tab,02261634,pms-Azithromycin 250mg Tab,DNPM,0.941,M,E,PMS,Y
J01FA10,azithromycin 250mg tab,02265826,Sandoz Azithromycin  250mg Tab,DNPM,0.941,M,E,SDZ,Y
J01FA10,azithromycin 250mg tab,02267845,Novo-Azithromycin 250mg Tab,DNPM,0.941,M,E,TEV,Y
J01FA10,azithromycin 250mg tab,02274531,GD-Azithromycin 250mg Tab (discontinued),,,,,GMD,Y
J01FA10,azithromycin 250mg tab,02330881,Azithromycin 250mg Tab,DNPM,0.941,M,E,SAS,Y
J01FA10,azithromycin 250mg tab,02415542,Apo-Azithromycin Z 250mg Tab,DNPM,0.941,M,E,APX,Y
J01FA10,azithromycin 250mg tab,02442434,Azithromycin 250mg Tab,DNPM,0.941,M,E,SIV,Y
J01FA10,azithromycin 250mg tab,02452308,Jamp-Azithromycin 250mg Tab,DNPM,0.941,M,E,JPC,Y
J01FA10,azithromycin 250mg tab,02452324,Mar-Azithromycin 250mg Tab,DNPM,0.941,M,E,MAR,Y
J01FA10,azithromycin 600mg tab,02231143,Zithromax 600mg Tab (discontinued),,,,,PFI,Y
J01FA10,azithromycin 600mg tab,02256088,CO Azithromycin 600mg Tab (discontinued),,,,,ATV,Y
J01FA10,azithromycin 600mg tab,02261642,pms-Azithromycin 600mg Tab,DNPM,10.6652,M,E,PMS,Y
J01FA10,azithromycin pos 20mg/mL susp,02223716,Zithromax POS 100mg/5mL Susp,DNPM,0.3956,M,E,PFI,Y
J01FA10,azithromycin pos 20mg/mL susp,02274388,Azithromycin POS 100mg/5mL Susp,DNPM,0.3956,M,E,PMS,Y
J01FA10,azithromycin pos 20mg/mL susp,02274566,GD-Azithromycin 100mg/5mL Susp (discontinued),,,,,GMD,Y
J01FA10,azithromycin pos 20mg/mL susp,02332388,Azithromycin POS 100mg/5mL Susp,DNPM,0.3956,M,E,SDZ,Y
J01FA10,azithromycin pos 40mg/mL susp,02223724,Zithromax POS 200mg/5mL Susp,DNPM,0.5604,M,E,PFI,Y
J01FA10,azithromycin pos 40mg/mL susp,02274396,Azithromycin POS 200mg/5mL Susp,DNPM,0.5604,M,E,PMS,Y
J01FA10,azithromycin pos 40mg/mL susp,02274574,GD-Azithromycin 200mg/5mL Susp (discontinued),,,,,GMD,Y
J01FA10,azithromycin pos 40mg/mL susp,02332396,Azithromycin POS 200mg/5mL Susp,DNPM,0.5604,M,E,SDZ,Y
J01FA10,azithromycin pos 40mg/mL susp,02418460,pms-Azithromycin 200mg/5mL Susp,DNPM,0.5604,M,E,PMS,Y
J01FA10,,02239952,Zithromax 500mg/vial Inj,,,,,PFI,N
J01FF01,clindamycin 150mg cap,00030570,Dalacin C 150mg Cap,DNPM,0.2353,M,SFC,PFI,Y
J01FF01,clindamycin 150mg cap,02241709,Teva-Clindamycin 150mg Cap,DNPM,0.2353,M,SFC,TEV,Y
J01FF01,clindamycin 150mg cap,02245232,Apo-Clindamycin 150mg Cap (discontinued),,,,,APX,Y
J01FF01,clindamycin 150mg cap,02436906,Auro-Clindamycin 150mg Cap,DNPM,0.2353,M,SFC,ARO,Y
J01FF01,clindamycin 150mg cap,02483734,Jamp-Clindamycin 150mg Cap,DNPM,0.2353,M,SFC,JPC,Y
J01FF01,clindamycin 150mg/mL (bulk) inj,00260436,Dalacin C Phos 150mg/mL Inj,DNPM,3.655,M,SFC,PFI,Y
J01FF01,clindamycin 150mg/mL (bulk) inj,02230535,Clindamycin 150mg/mL Inj,DNPM,3.655,M,SFC,SDZ,Y
J01FF01,clindamycin 150mg/mL inj,00260436,Dalacin C Phos 150mg/mL Inj,DNPM,3.655,M,SFC,PFI,Y
J01FF01,clindamycin 150mg/mL inj,02230540,Clindamycin 150mg/mL Inj,DNPM,3.655,M,SFC,SDZ,Y
J01FF01,clindamycin 300mg cap,02182866,Dalacin C 300mg Cap,DNPM,0.4706,M,SFC,PFI,Y
J01FF01,clindamycin 300mg cap,02241710,Novo-Clindamycin 300mg Cap,DNPM,0.4706,M,SFC,TEV,Y
J01FF01,clindamycin 300mg cap,02245233,Apo-Clindamycin 300mg Cap (discontinued),,,,,APX,Y
J01FF01,clindamycin 300mg cap,02436914,Auro-Clindamycin 300mg Cap,DNPM,0.4706,M,SFC,ARO,Y
J01FF01,clindamycin 300mg cap,02483742,Jamp-Clindamycin 300mg Cap,DNPM,0.4706,M,SFC,JPC,Y
J01FF01,,00225851,Dalacin C 75mg/5mL Granules,DNPM,0.1915,L,SFC,PFI,N
J01GB01,tobramycin 10mg/mL inj,00325457,Nebcin 10mg/mL Inj (discontinued),,,,,LIL,Y
J01GB01,tobramycin 10mg/mL inj,02241209,Tobramycin 10mg/mL Inj,,,,,SDZ,Y
J01GB01,tobramycin 300mg/5mL inh sol,02239630,TOBI 300mg/5mL Sol,,,,,BGP,N
J01GB01,tobramycin 300mg/5mL inh sol,02389622,Teva-Tobramycin 60mg/mL (300mg/5mL) Sol,,,,,TEV,Y
J01GB01,tobramycin 300mg/5mL inh sol,02443368,Tobramycin 60mg/mL (300mg/5mL) Sol,,,,,SDZ,Y
J01GB01,tobramycin 40mg/mL inj,00325449,Nebcin 40mg/mL Inj (discontinued),,,,,LIL,Y
J01GB01,tobramycin 40mg/mL inj,02241210,Tobramycin 40mg/mL Inj (SDZ),DNP,3.707,M,SFC,SDZ,Y
J01GB01,tobramycin 40mg/mL inj,02420287,Jamp-Tobramycin 40mg/mL Inj,DNP,3.707,M,SFC,JPC,Y
J01GB01,tobramycin 40mg/mL inj (pf),00325449,Nebcin 40mg/mL Inj (discontinued),,,,,LIL,Y
J01GB01,tobramycin 40mg/mL inj (pf),02241210,Tobramycin 40mg/mL Inj (PF),DNP,3.707,M,SFC,SDZ,Y
J01GB01,,02365154,TOBI Podhaler 28mg Cap,,,,,BGP,N
J01GB03,gentamicin 40mg/mL inj,00223824,Garamycin 40mg/mL Inj (discontinued),,,,,SCH,Y
J01GB03,gentamicin 40mg/mL inj,02242652,Gentamicin 40mg/mL Inj,DNP,8.9447,M,SFC,SDZ,Y
J01GB06,amikacin 250mg/mL inj,00397415,Amikin 250mg/mL Inj (discontinued),,,,,BRI,Y
J01GB06,amikacin 250mg/mL inj,02242971,Amikacin 250mg/mL Inj,,,,,SDZ,Y
J01MA02,ciprofloxacin 250mg tab,02155958,Cipro 250mg Tab (discontinued),,,,,BAY,Y
J01MA02,ciprofloxacin 250mg tab,02247339,CO Ciprofloxacin 250mg Tab,DNPM,0.4454,M,E,ATV,Y
J01MA02,ciprofloxacin 250mg tab,02248437,pms-Ciprofloxacin 250mg Tab,DNPM,0.4454,M,E,PMS,Y
J01MA02,ciprofloxacin 250mg tab,02248756,Sandoz Ciprofloxacin 250mg Tab,DNPM,0.4454,M,E,SDZ,Y
J01MA02,ciprofloxacin 250mg tab,02303728,RAN-Ciproflox 250mg Tab,DNPM,0.4454,M,E,RAN,Y
J01MA02,ciprofloxacin 250mg tab,02353318,Ciprofloxacin 250mg Tab,DNPM,0.4454,M,E,SAS,Y
J01MA02,ciprofloxacin 250mg tab,02379686,Mar-Ciprofloxacin 250mg Tab,DNPM,0.4454,M,E,MAR,Y
J01MA02,ciprofloxacin 250mg tab,02380358,Jamp-Ciprofloxacin 250mg Tab,DNPM,0.4454,M,E,JPC,Y
J01MA02,ciprofloxacin 250mg tab,02381907,Auro-Ciprofloxacin 250mg Tab,DNPM,0.4454,M,E,ARO,Y
J01MA02,ciprofloxacin 250mg tab,02386119,Ciprofloxacin 250mg Tab,DNPM,0.4454,M,E,SIV,Y
J01MA02,ciprofloxacin 250mg tab,02423553,MINT-Ciprofloxacin 250mg Tab,DNPM,0.4454,M,E,MNT,Y
J01MA02,ciprofloxacin 500mg tab,02155966,Cipro 500mg Tab,DNPM,0.5025,M,E,BAY,Y
J01MA02,ciprofloxacin 500mg tab,02247340,CO Ciprofloxacin 500mg Tab,DNPM,0.5025,M,E,ATV,Y
J01MA02,ciprofloxacin 500mg tab,02248438,pms-Ciprofloxacin 500mg Tab,DNPM,0.5025,M,E,PMS,Y
J01MA02,ciprofloxacin 500mg tab,02248757,Sandoz Ciprofloxacin 500mg Tab,DNPM,0.5025,M,E,SDZ,Y
J01MA02,ciprofloxacin 500mg tab,02303736,RAN-Ciproflox 500mg Tab,DNPM,0.5025,M,E,RAN,Y
J01MA02,ciprofloxacin 500mg tab,02353326,Ciprofloxacin 500mg Tab,DNPM,0.5025,M,E,SAS,Y
J01MA02,ciprofloxacin 500mg tab,02379694,Mar-Ciprofloxacin 500mg Tab,DNPM,0.5025,M,E,MAR,Y
J01MA02,ciprofloxacin 500mg tab,02380366,Jamp-Ciprofloxcin 500mg Tab,DNPM,0.5025,M,E,JPC,Y
J01MA02,ciprofloxacin 500mg tab,02381923,Auro-Ciprofloxacin 500mg Tab,DNPM,0.5025,M,E,ARO,Y
J01MA02,ciprofloxacin 500mg tab,02386127,Ciprofloxacin 500mg Tab,DNPM,0.5025,M,E,SIV,Y
J01MA02,ciprofloxacin 500mg tab,02423561,MINT-Ciproflox 500mg Tab,DNPM,0.5025,M,E,MNT,Y
J01MA02,ciprofloxacin 750mg tab,02155974,Cipro 750mg Tab (discontinued),,,,,BAY,Y
J01MA02,ciprofloxacin 750mg tab,02247341,CO Ciprofloxacin 750mg Tab,DNPM,0.9201,M,E,ATV,Y
J01MA02,ciprofloxacin 750mg tab,02248439,pms-Ciprofloxacin 750mg Tab,DNPM,0.9201,M,E,PMS,Y
J01MA02,ciprofloxacin 750mg tab,02248758,Sandoz Ciprofloxacin 750mg Tab,DNPM,0.9201,M,E,SDZ,Y
J01MA02,ciprofloxacin 750mg tab,02303744,RAN-Ciproflox 750mg Tab,DNPM,0.9201,M,E,RAN,Y
J01MA02,ciprofloxacin 750mg tab,02379708,Mar-Ciprofloxacin 750mg Tab,DNPM,0.9201,M,E,MAR,Y
J01MA02,ciprofloxacin 750mg tab,02380374,Jamp-Ciprofloxacin 750mg Tab,DNPM,0.9201,M,E,JPC,Y
J01MA02,ciprofloxacin 750mg tab,02423588,MINT-Ciprofloxacin 750mg Tab,DNPM,0.9201,M,E,MNT,Y
J01MA02,ciprofloxacin XL 500mg tab,02247916,Cipro XL 500mg Tab,,,,,BAY,Y
J01MA02,ciprofloxacin XL 500mg tab,02416433,pms-Ciprofloxacin XL 500mg Tab,,,,,PMS,Y
J01MA02,,02237514,Cipro 100mg/mL O/L,DNPM,0.5756,L,E,BAY,N
J01MA02,,02251787,"Cipro XL 1,000mg Tab",DNPM,3.112,L,E,BAY,N
J01MA06,norfloxacin 400mg tab,00643025,Noroxin 400mg Tab (discontinued),,,,,FRS,Y
J01MA06,norfloxacin 400mg tab,02229524,Norfloxacin 400mg Tab,DNP,1.0933,M,E,AAP,Y
J01MA12,levofloxacin 250mg tab,02236841,Levaquin 250mg Tab (discontinued),,,,,JAN,Y
J01MA12,levofloxacin 250mg tab,02248262,Teva-Levofloxacin 250mg Tab (discontinued),,,,,TEV,Y
J01MA12,levofloxacin 250mg tab,02284677,pms-Levofloxacin 250mg Tab,DNP,1.3241,M,E,PMS,Y
J01MA12,levofloxacin 250mg tab,02284707,Apo-Levofloxacin 250mg Tab,DNP,1.3241,M,E,APX,Y
J01MA12,levofloxacin 250mg tab,02298635,Sandoz Levofloxacin 250mg Tab,DNP,1.3241,M,E,SDZ,Y
J01MA12,levofloxacin 250mg tab,02315424,ACT Levofloxacin 250mg Tab,DNP,1.3241,M,E,TEV,Y
J01MA12,levofloxacin 500mg tab,02236842,Levaquin 500mg Tab (discontinued),,,,,JAN,Y
J01MA12,levofloxacin 500mg tab,02248263,Teva-Levofloxacin 500mg Tab (discontinued),,,,,TEV,Y
J01MA12,levofloxacin 500mg tab,02284685,pms-Levofloxacin 500mg Tab,DNP,1.5089,M,E,PMS,Y
J01MA12,levofloxacin 500mg tab,02284715,Apo-Levofloxacin 500mg Tab,DNP,1.5089,M,E,APX,Y
J01MA12,levofloxacin 500mg tab,02298643,Sandoz Levofloxacin 500mg Tab,DNP,1.5089,M,E,SDZ,Y
J01MA12,levofloxacin 500mg tab,02315432,ACT Levofloxacin 500mg Tab,DNP,1.5089,M,E,TEV,Y
J01MA12,levofloxacin 750mg tab,02246804,Levaquin 750mg Tab (discontinued),,,,,JAN,Y
J01MA12,levofloxacin 750mg tab,02285649,Teva-Levofloxacin 750mg Tab (discontinued),,,,,TEV,Y
J01MA12,levofloxacin 750mg tab,02298651,Sandoz Levofloxacin 750mg Tab,,,,,SDZ,Y
J01MA12,levofloxacin 750mg tab,02305585,pms-Levofloxacin 750mg Tab,,,,,PMS,Y
J01MA12,levofloxacin 750mg tab,02315440,ACT Levofloxacin 750mg Tab,,,,,TEV,Y
J01MA12,levofloxacin 750mg tab,02325942,Apo-Levofloxacin 750mg Tab,,,,,APX,Y
J01MA12,,02442302,Quinsair 240mg/2.4mL Inh Sol,,,,,HRZ,N
J01MA14,moxifloxacin 400mg tab,02242965,Avelox 400mg Tab (discontinued),,,,,BAY,Y
J01MA14,moxifloxacin 400mg tab,02375702,Teva-Moxifloxacin 400mg Tab,DNP,1.523,M,E,TEV,Y
J01MA14,moxifloxacin 400mg tab,02383381,Sandoz Moxifloxacin 400mg Tab,DNP,1.523,M,E,SDZ,Y
J01MA14,moxifloxacin 400mg tab,02404923,Apo-Moxifloxacain 400mg Tab,DNP,1.523,M,E,APX,Y
J01MA14,moxifloxacin 400mg tab,02432242,Auro-Moxifloxacin 400mg Tab,DNP,1.523,M,E,ARO,Y
J01MA14,moxifloxacin 400mg tab,02443929,Jamp-Moxifloxacin 400mg Tab,DNP,1.523,M,E,JPC,Y
J01MA14,moxifloxacin 400mg tab,02447053,Mar-Moxifloxacin 400mg Tab,DNP,1.523,M,E,MAR,Y
J01MA14,moxifloxacin 400mg tab,02447061,Jamp-Moxifloxacin 400mg Tab,DNP,1.523,M,E,JPC,Y
J01XA01,vancomycin 125mg cap,00800430,Vancocin 125mg Cap,DNPM,5.18,M,SFC,SLP,Y
J01XA01,vancomycin 125mg cap,02377470,Vancomycin HCl 125mg Cap,DNPM,5.18,M,SFC,FKB,Y
J01XA01,vancomycin 125mg cap,02407744,Jamp-Vancomycin 125mg Cap,DNPM,5.18,M,SFC,JPC,Y
J01XA01,vancomycin 1g vial inj,02139383,Vancomycin 1g/vial Inj,,,,,FKB,Y
J01XA01,vancomycin 1g vial inj,02394634,Vancomycin HCl 1g/vial Inj,,,,,SDZ,Y
J01XA01,vancomycin 250mg cap,00788716,Vancocin 250mg Cap,,,,,SLP,Y
J01XA01,vancomycin 250mg cap,02377489,Vancomycin HCl 250mg Cap,,,,,FKB,Y
J01XA01,vancomycin 250mg cap,02407752,Jamp-Vancomycin 250mg Cap,,,,,JPC,Y
J01XA01,vancomycin 500mg vial inj,02139375,Vancomycin 500mg/vial Inj,,,,,FKB,Y
J01XA01,vancomycin 500mg vial inj,02394626,Vancomycin HCl 500mg/vial Inj,,,,,SDZ,Y
J01XA01,vancomycin HCl 1g/vial inj,02230192,Sterile Vancomycin HCl 1g/vial Inj,DNPM,64.0042,M,SFC,PFI,Y
J01XA01,vancomycin HCl 1g/vial inj,02342863,Val-Vancomycin 1000mg/vial Inj,DNPM,64.0042,M,SFC,VLN,Y
J01XA01,vancomycin HCl 1g/vial inj,02396386,Vancomycin HCl 1g/vial Inj,,,,,STR,Y
J01XA01,vancomycin HCl 500mg/vial inj,02230191,Sterile Vancomycin HCl 500mg/vial Inj,DNPM,33.6893,M,SFC,PFI,Y
J01XA01,vancomycin HCl 500mg/vial inj,02342855,Val-Vancomycin 500mg/vial Inj,DNPM,33.6893,M,SFC,VLN,Y
J01XA01,vancomycin HCl 500mg/vial inj,02411032,Vancomycin HCl 500mg/vial Inj (discontinued),,,,,STR,Y
J01XD01,Children 12 Years and Under,00903238,Metronidazole Oral Suspension,DNPM,,,FC,CPD,N
J01XD01,metronidazole 250mg tab,00545066,Metronidazole 250mg Tab,DNPM,0.0635,M,SFC,AAP,Y
J01XD01,metronidazole 250mg tab,01926896,Flagyl 250mg Tab (discontinued),,,,,RPR,Y
J01XD01,metronidazole 500mg cap,01926853,Flagyl 500mg Cap,,,,,ODN,Y
J01XD01,metronidazole 500mg cap,02248562,Apo-Metronidazole 500mg Cap,,,,,APX,Y
J01XD01,metronidazole 500mg cap,02470284,Auro-Metronidazole 500mg Cap,,,,,ARO,Y
J01XD01,,00649074,Metronidazole 5mg/mL Inj,,,,,PFI,N
J01XE01,Children 12 Years and Under,00903209,Nitrofurantoin Oral Suspension,DNPM,,,FC,CPD,N
J01XE01,nitrofurantoin 100mg cap (Macrobid),02063662,Macrobid 100mg Cap,DNPM,0.5974,M,SFC,ALL,Y
J01XE01,nitrofurantoin 100mg cap (Macrobid),02455676,pms-Nitrofurantoin 100mg Cap,DNPM,0.5974,M,SFC,PMS,Y
J01XE01,nitrofurantoin 100mg cap (Macrodantin),01997645,Macrodantin 100mg Cap (discontinued),,,,,PGA,Y
J01XE01,nitrofurantoin 100mg cap (Macrodantin),02231016,Teva-Furantoin 100mg Cap,,,,,TEV,Y
J01XE01,nitrofurantoin 50mg cap,01997637,Macrodantin 50mg Cap (discontinued),,,,,PGA,Y
J01XE01,nitrofurantoin 50mg cap,02231015,Teva-Furantoin 50mg Cap,DNPM,0.4263,M,SFC,TEV,Y
J01XE01,,00312738,Nitrofurantoin 100mg Tab,,,,,AAP,N
J01XE01,,00319511,Nitrofurantoin 50mg Tab,DNPM,0.1781,L,SFC,AAP,N
J01XX01,fosfomycin 3g/pack,02240335,Monurol 3g Sachet,DNP,4.675,M,E,PAL,Y
J01XX01,fosfomycin 3g/pack,02473801,Jamp-Fosfomycin 3g Sachet,DNP,4.675,M,E,JPC,Y
J01XX05,,00499013,Mandelamine 500mg Tab,DNP,0.5,L,SFC,ERF,N
J01XX08,linezolid 600mg tab,02243684,Zyvoxam 600mg Tab,DNP,38.6083,M,E,PFI,Y
J01XX08,linezolid 600mg tab,02422689,Sandoz Linezolid 600mg Tab,DNP,38.6083,M,E,SDZ,Y
J01XX08,linezolid 600mg tab,02426552,Apo-Linezolid 600mg Tab,DNP,38.6083,M,E,APX,Y
J01XX09,,02299909,Cubicin 500mg Vial,,,,,SEP,N
J02AA01,,00029149,Fungizone 50mg/vial Inj,DNP,88.75,L,SFC,XPI,N
J02AB02,ketoconazole 200mg tab,00633836,Nizoral 200mg Tab (discontinued),,,,,JNJ,Y
J02AB02,ketoconazole 200mg tab,02231061,Novo-Ketoconazole 200mg Tab,DNP,0.9393,M,SFC,TEV,Y
J02AB02,ketoconazole 200mg tab,02237235,Apo-Ketoconazole 200mg Tab,DNP,0.9393,M,SFC,APX,Y
J02AC01,fluconazole 100mg tab,00891819,Diflucan 100mg Tab (discontinued),,,,,PFI,Y
J02AC01,fluconazole 100mg tab,02236979,Novo-Fluconazole 100mg Tab,DNP,2.2891,M,SFC,TEV,Y
J02AC01,fluconazole 100mg tab,02237371,Apo-Fluconazole 100mg Tab,DNP,2.2891,M,SFC,APX,Y
J02AC01,fluconazole 100mg tab,02245293,MYLAN-Fluconazole 100mg Tab,DNP,2.2891,M,SFC,MYL,Y
J02AC01,fluconazole 100mg tab,02245644,pms-Fluconazole 100mg Tab,DNP,2.2891,M,SFC,PMS,Y
J02AC01,fluconazole 100mg tab,02281279,ACT Fluconazole 100mg Tab,DNP,2.2891,M,SFC,ATV,Y
J02AC01,fluconazole 150mg cap,02141442,Diflucan 150mg Cap (discontinued),,,,,PFI,Y
J02AC01,fluconazole 150mg cap,02241895,Apo-Fluconazole 150mg Cap,DNP,5.0518,M,SFC,APX,Y
J02AC01,fluconazole 150mg cap (otc),02141442,Diflucan One 150mg Cap,,,,,PFI,Y
J02AC01,fluconazole 150mg cap (otc),02428792,Mar-Fluconazole 150mg Cap,DNP,3.9425,M,SFC,MAR,Y
J02AC01,fluconazole 150mg cap (otc),02432471,Jamp-Fluconazole 150mg Cap,DNP,3.9425,M,SFC,JPC,Y
J02AC01,fluconazole 2mg/mL inj,00891835,Diflucan 2mg/mL Inj,,,,,PFI,Y
J02AC01,fluconazole 2mg/mL inj,02388448,Fluconazole 2mg/mL Vial Inj,,,,,SDZ,Y
J02AC01,fluconazole 50mg tab,00891800,Diflucan 50mg Tab (discontinued),,,,,PFI,Y
J02AC01,fluconazole 50mg tab,02236978,Novo-Fluconazole 50mg Tab,DNP,1.2904,M,SFC,TEV,Y
J02AC01,fluconazole 50mg tab,02237370,Apo-Fluconazole 50mg Tab,DNP,1.2904,M,SFC,APX,Y
J02AC01,fluconazole 50mg tab,02245292,MYLAN-Fluconazole 50mg Tab,DNP,1.2904,M,SFC,MYL,Y
J02AC01,fluconazole 50mg tab,02245643,pms-Fluconazole 50mg Tab,DNP,1.2904,M,SFC,PMS,Y
J02AC01,fluconazole 50mg tab,02281260,ACT Fluconazole 50mg Tab,DNP,1.2904,M,SFC,ATV,Y
J02AC01,,02024152,Diflucan POS 10mg/mL,DNP,1.1995,L,E,PFI,N
J02AC02,itraconazole 100mg cap,02047454,Sporanox 100mg Cap,DNP,4.2075,M,E,JAN,Y
J02AC02,itraconazole 100mg cap,02462559,MINT-Itraconazole 100mg Cap,DNP,4.2075,M,E,MNT,Y
J02AC02,,02231347,Sporanox 10mg/mL Oral Sol,,,,,JAN,N
J02AC03,voriconazole 200mg tab,02256479,Vfend 200mg Tab,DNP,26.4807,M,E,PFI,Y
J02AC03,voriconazole 200mg tab,02396874,Teva-Voriconazole 200mg Tab,DNP,26.4807,M,E,TEV,Y
J02AC03,voriconazole 200mg tab,02399253,Sandoz Voriconazole 200mg Tab,DNP,26.4807,M,E,SDZ,Y
J02AC03,voriconazole 50mg tab,02256460,Vfend 50mg Tab,DNP,6.7818,M,E,PFI,Y
J02AC03,voriconazole 50mg tab,02396866,Teva-Voriconazole 50mg Tab,DNP,6.7818,M,E,TEV,Y
J02AC03,voriconazole 50mg tab,02399245,Sandoz Voriconazole 50mg Tab,DNP,6.7818,M,E,SDZ,Y
J02AC04,,02293404,Posanol 40mg/mL Susp,,,,,FRS,N
J04AB02,rifampin 150mg cap,00393444,Rofact 150mg Cap,DNP,0.6748,M,SFC,BSL,Y
J04AB02,rifampin 150mg cap,02091887,Rifadin 150mg Cap,DNP,0.6748,M,SFC,SAV,Y
J04AB02,rifampin 300mg cap,00343617,Rofact 300mg Cap,DNP,1.062,M,SFC,BSL,Y
J04AB02,rifampin 300mg cap,02092808,Rifadin 300mg Cap,DNP,1.062,M,SFC,SAV,Y
J04AB04,,02063786,Mycobutin 150mg Cap,DNP,5.5614,L,SFC,PFI,N
J04AC01,,00577804,pdp-Isoniazid 300mg Tab,DNP,0.7992,L,SFC,PDP,N
J04AK01,Children 12 Years and Under,00903781,Pyrazinamide Oral Suspension,DNP,,,FC,CPD,N
J04AK02,,00247960,Etibi 100mg Tab,DNP,0.2263,L,SFC,BSL,N
J04AK02,,00247979,Etibi 400mg Tab,DNP,0.6791,L,SFC,BSL,N
J04BA02,dapsone 100mg tab,02041510,Dapsone 100mg Tab,DNP,1.1952,M,SFC,JCB,Y
J04BA02,dapsone 100mg tab,02481227,Mar-Dapsone 100mg Tab,DNP,1.1952,M,SFC,MAR,Y
J05AB01,acyclovir 200mg tab,00634506,Zovirax 200mg Tab (discontinued),,,,,GSK,Y
J05AB01,acyclovir 200mg tab,02207621,Apo-Acyclovir 200mg Tab,DNPM,0.6397,M,SFC,APX,Y
J05AB01,acyclovir 200mg tab,02242784,MYLAN-Acyclovir 200mg Tab,DNPM,0.6397,M,SFC,MYL,Y
J05AB01,acyclovir 200mg tab,02285959,Novo-Acyclovir 200mg Tab,DNPM,0.6397,M,SFC,TEV,Y
J05AB01,acyclovir 400mg tab,01911627,Zovirax 400mg Tab (discontinued),,,,,GSK,Y
J05AB01,acyclovir 400mg tab,02207648,Apo-Acyclovir 400mg Tab,DNPM,1.27,M,SFC,APX,Y
J05AB01,acyclovir 400mg tab,02242463,MYLAN-Acyclovir 400mg Tab,DNPM,1.27,M,SFC,MYL,Y
J05AB01,acyclovir 400mg tab,02285967,Novo-Acyclovir 400mg Tab,DNPM,1.27,M,SFC,TEV,Y
J05AB01,acyclovir 800mg tab,01911635,Zovirax Zostab 800mg Tab (discontinued),,,,,GSK,Y
J05AB01,acyclovir 800mg tab,02207656,Apo-Acyclovir 800mg Tab,DNPM,1.2673,M,SFC,APX,Y
J05AB01,acyclovir 800mg tab,02242464,MYLAN-Acyclovir 800mg Tab,DNPM,1.2673,M,SFC,MYL,Y
J05AB01,acyclovir 800mg tab,02285975,Novo-Acyclovir 800mg Tab,DNPM,1.2673,M,SFC,TEV,Y
J05AB01,,00886157,Zovirax 200mg/5mL O/L,DNPM,0.2596,L,SFC,GSK,N
J05AB01,,02236926,Acyclovir 50mg/mL Inj,,,,,FKB,N
J05AB06,,02162695,Cytovene 500mg/vial Inj,,,,,MSD,N
J05AB09,famciclovir 125mg tab,02229110,Famvir 125mg Tab,DNP,0.5564,M,SFC,NVR,Y
J05AB09,famciclovir 125mg tab,02278081,pms-Famciclovir 125mg Tab,DNP,0.5564,M,SFC,PMS,Y
J05AB09,famciclovir 125mg tab,02278634,Sandoz Famciclovir 125mg Tab,DNP,0.5564,M,SFC,SDZ,Y
